ID	Qwen3 8B	GPT	Qwen3 32B	Year	Decade	Period	Century	Author	Journal
rspa_1927_0007	Mathematics	Mathematics	Mathematics	1927	1920	1900	1900	G. H. Hardy,F. R. S.|A. E. Ingham|G. P\#xF3,lya.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1953_0110	Physics	Physics	Physics	1953	1950	1950	1900	A. W. Hanson|H. Lipson|C. A. Taylor|Sir Lawrence Bragg,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspb_1925_0051	Biology	Biology	Biology	1925	1920	1900	1900	John F. Fulton D. Phil.,M. A. (Oxon)|Sir Charles Sherrington,P. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspa_1929_0148	Physics	Physics	Physics	1929	1920	1900	1900	Lord Rayleigh,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1942_0032	Chemistry	Physics	Physics	1942	1940	1900	1900	A. E. Green,Ph.D|G. I. Taylor,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
101484	Astronomy	Astronomy	Astronomy	1665	1660	1650	1600		Philosophical Transactions (1665-1678)
rsta_1982_0128	Astronomy	Astronomy	Astronomy	1982	1980	1950	1900	A. Boksenberg,F. R. S.|G. W. Series,F. R. S.|B. A. Thrush,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspa_1925_0150	Physics	Physics	Physics	1925	1920	1900	1900	P. A. M. Dirac|R. H. Fowler,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspb_1931_0006	Biology	Biology	Biology	1931	1930	1900	1900	L. A. Harvey,M. Sc.|J. H. Ashworth,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspb_1982_0022	Biology	Biology	Biology	1982	1980	1950	1900	P. G\#x4E7,r\#x4E7,g|Ingrid Schraufst\#xE4,tter|G. V. R. Born,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1964_0018	Physics	Physics	Physics	1964	1960	1950	1900	D. J. Griffiths|J. F. Allen,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsta_1993_0121	Chemistry	Chemistry	Chemistry	1993	1990	1950	1900	W. Clark Still|Reiping Liu|A. J. Kirby|D. H. Williams	Philosophical Transactions of the Royal Society of London. Series A: Physical and Engineering Sciences
112078	Miscellaneous	Miscellaneous	Miscellaneous	1863	1860	1850	1800		Proceedings of the Royal Society of London
101358	Earth Sciences	Earth Sciences	Earth Sciences	1673	1670	1650	1600	Henry Bond	Philosophical Transactions (1665-1678)
rspb_1995_0172	Biology	Biology	Mathematics	1995	1990	1950	1900	David Grey|Vivian Hutson|E\#xF6,rs Szathm\#xE1,ry	Proceedings of the Royal Society of London. Series B: Biological Sciences
rspa_1942_0022	Chemistry	Chemistry	Physics	1942	1940	1900	1900	E. A. Alexander|J. D. Lambert|C. N. Hinshelwood,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1969_0077	Physics	Physics	Physics	1969	1960	1950	1900	D. P. Craig,F. R. S.|L. A. Dissado	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1948_0096	Physics	Physics	Physics	1948	1940	1900	1900	C. Jayaratnam Eliezer|R. E. Peierls,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1996_0137	Physics	Engineering and Technology	Engineering and Technology	1996	1990	1950	1900	S. R. Bishop|M. G. Thompson|S. Foale	Proceedings of the Royal Society of London. Series A: Mathematical and Physical Sciences
rspb_1910_0076	Medicine	Medicine	Medicine	1910	1910	1900	1900	G. C. E. Simpson,B. A.,B. Sc.,F. R. C. S.|Major R. Ross,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspa_1956_0049	Physics	Physics	Physics	1956	1950	1950	1900	M. L. Oliphant,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1931_0091	Physics	Physics	Physics	1931	1930	1900	1900	L. Rosenhead,Ph. D.|L. Prandtl,For. Mem. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
101852	Medicine	Earth Sciences	Medicine	1686	1680	1650	1600	Frederick Slare	Philosophical Transactions (1683-1775)
rspa_1954_0085	Earth Sciences	Earth Sciences	Earth Sciences	1954	1950	1950	1900	Sir Edward Bullard,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspb_1958_0058	Biology	Biology	Medicine	1958	1950	1950	1900	P. B. Medawar,F. R. S.	Proceedings of the Royal Society of London. Series B - Biological Sciences
rspa_1967_0007	Physics	Physics	Physics	1967	1960	1950	1900	J. Hubbard|B. H. Flowers,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspb_1982_0078	Biology	Biology	Biology	1982	1980	1950	1900	M. Concetta Morrone|D. C. Burr|L. Maffei|H. B. Barlow,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
103603	Medicine	Medicine	Medicine	1722	1720	1700	1700	Dr. Nettleton	Philosophical Transactions (1683-1775)
rspb_1934_0007	Biology	Biology	Biology	1934	1930	1900	1900	J. W. Cook|E. C. Dodds|A. W. Greenwood|Sir Henry Dale,Sec. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspa_1979_0126	Physics	Earth Sciences	Earth Sciences	1979	1970	1950	1900	J. C. Dungey|W. H. Hui|M. S. Longuet-Higgins,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
104652	Humanities	Humanities	Humanities	1749	1740	1700	1700	Anthony Gaubil|T. S.	Philosophical Transactions (1683-1775)
rsta_1996_0062	Engineering and Technology	Engineering and Technology	Chemistry	1996	1990	1950	1900	D. A. J. Rand|N. E. Bagshaw|R. M. Dell|R. A. Huggins|R. Parsons|B. C. H. Steele|A. C. Vincent	Philosophical Transactions of the Royal Society of London. Series A: Mathematical, Physical and Engineering Sciences
rspa_1936_0139	Physics	Physics	Chemistry	1936	1930	1900	1900	H. E. Watson,D. Sc.|G. P. Kane,B. Sc.|K. L. Ramaswamy,M. Sc.|F. G. Donnan,F. R. S.	Proceedings of the Royal Society of London. Series A - Mathematical and Physical Sciences
rsta_1891_0005	Earth Sciences	Earth Sciences	Earth Sciences	1891	1890	1850	1800	G. H. Darwin,F. R. S.	Philosophical Transactions of the Royal Society of London. (A.)
rspb_1984_0081	Biology	Biology	Biology	1984	1980	1950	1900	K. S. Lee| D. Noble,F. R. S. |E. Lee|A. J. Spindler	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1925_0130	Physics	Physics	Engineering and Technology	1925	1920	1900	1900	S. R. Savur|Prof. L. N. G. Filon,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspb_1964_0014	Biology	Biology	Biology	1964	1960	1950	1900	W. K. Taylor|J. Z. Young,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1975_0125	Chemistry	Chemistry	Chemistry	1975	1970	1950	1900	J. Feeney|R. E. Richards,F. R. S. |R. J. P. Williams,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspl_1893_0039	Miscellaneous	Miscellaneous	Miscellaneous	1893	1890	1850	1800		Proceedings of the Royal Society of London
rspl_1898_0019	Physics	Physics	Physics	1898	1890	1850	1800	Jagadis Chunder Bose M. A.,D. Sc.|Lord Rayleigh F. R. S.	Proceedings of the Royal Society of London
rspb_1925_0028	Biology	Biology	Biology	1925	1920	1900	1900	A. S. Parkes|J. C. Drummond|Prof. A. V. Hill,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspb_1982_0077	Biology	Biology	Biology	1982	1980	1950	1900	I. D. Lawn|D. M. Ross|E. J. Denton,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspl_1884_0101	Mathematics	Mathematics	Mathematics	1884	1880	1850	1800	John Griffiths,M. A.|Professor G. G. Stokes,Sec. R. S.	Proceedings of the Royal Society of London
108306	Biology	Biology	Biology	1846	1840	1800	1800	T. Wharton Jones	Philosophical Transactions of the Royal Society of London
rspb_1975_0034	Biology	Medicine	Medicine	1975	1970	1950	1900	D. W. H. Barnes|J. F. Loutit,F. R. S.|Janet M. Sansom	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1933_0011	Chemistry	Chemistry	Chemistry	1933	1930	1900	1900	R. G. W. Norrish|J. G. A. Griffiths|Sir William Pope,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspb_1960_0050	Biology	Biology	Biology	1960	1960	1950	1900	C. F. A. Pantin,F. R. S.|C. F. A. Pantin,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1982_0019	Engineering and Technology	Physics	Physics	1982	1980	1950	1900	A. A. Wheeler|K. Stewartson,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rsta_1933_0001	Chemistry	Chemistry	Chemistry	1933	1930	1900	1900	Sudhansu Kumar Banerji,D. Sc. |G. C. Simpson,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Containing Papers of a Mathematical or Physical Character
rsta_1987_0048	Physics	Physics	Physics	1987	1980	1950	1900	D. Palumbo|R. S. Pease,F. R. S.|R. J. Bickerton|R. S. Pease,F. R. S.|R. J. Bickerton|B. E. Keen	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspb_1990_0018	Biology	Biology	Biology	1990	1990	1950	1900	H. C. Nothdurft|H. B. Barlow,F. R. S.	Proceedings of the Royal Society of London. B. Biological Sciences
111809	Mathematics	Mathematics	Mathematics	1854	1850	1850	1800	Arthur Cayley	Proceedings of the Royal Society of London
rspb_1970_0021	Biology	Biology	Biology	1970	1970	1950	1900	R. Tavener-Smith|A. Williams,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspl_1892_0020	Medicine	Medicine	Medicine	1892	1890	1850	1800		Proceedings of the Royal Society of London
102564	Humanities	Medicine	Medicine	1698	1690	1650	1600	Hans Sloane	Philosophical Transactions (1683-1775)
rspa_1939_0124	Chemistry	Chemistry	Chemistry	1939	1930	1900	1900	J. L. Morrison|J. K. Roberts|E. K. Rideal,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rstb_1995_0060	Earth Sciences	Earth Sciences	Earth Sciences	1995	1990	1950	1900	C. M. Turley|K. Lochte|R. S. Lampitt|G. Eglington|H. Elderfield|M. Whitfield|P. J. Le. B. Williams	Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences
rspa_1961_0137	Physics	Physics	Physics	1961	1960	1950	1900	D. J. Bradley|S. Tolansky,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsta_1990_0166	Mathematics	Mathematics	Mathematics	1990	1990	1950	1900	Peter Constantin|Leo P. Kadanoff|J. T. Stewart|M. Tabor	Philosophical Transactions of the Royal Society of London. Series A: Physical and Engineering Sciences
105296	Medicine	Medicine	Medicine	1757	1750	1750	1700	James Johnstone|Charles Lyttelton	Philosophical Transactions (1683-1775)
rspa_1961_0132	Mathematics	Mathematics	Mathematics	1961	1960	1950	1900	G. Higman,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rstb_1896_0004	Biology	Biology	Biology	1896	1890	1850	1800	Francis Gotch,M. A. (Oxon),F. R. S.|G. J. Burch,M. A. (Oxon).	Philosophical Transactions of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspa_1976_0175	Chemistry	Chemistry	Chemistry	1976	1970	1950	1900	K. Kishi|M. W. Roberts|N. Sheppard,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspl_1899_0076	Physics	Physics	Physics	1899	1890	1850	1800	Lord Rayleigh,F. R. S.	Proceedings of the Royal Society of London
rspb_1974_0042	Biology	Biology	Biology	1974	1970	1950	1900	D. D. Pant|P. K. Khare|T. M. Harris,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rstb_1993_0024	Biology	Biology	Biology	1993	1990	1950	1900	R. A. Laskey|A. D. Mills|A. Philpott|G. H. Leno|S. M. Dilworth|C. Dingwall|Susan Lindquist|A. Horwich|N. M. Green|M. -J. Gething|W. Neupert|R. J. Ellis|R. J. Ellis|R. A. Laskey|G. H. Lorimer	Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences
rspa_1923_0013	Physics	Physics	Physics	1923	1920	1900	1900	G. I. Taylor,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
104663	Astronomy	Astronomy	Astronomy	1749	1740	1700	1700	Mr. Chalmers	Philosophical Transactions (1683-1775)
rspa_1926_0162	Physics	Physics	Physics	1926	1920	1900	1900	D. B. Deodhar,M. Sc.|O. W. Richardson,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rsta_1982_0030	Earth Sciences	Earth Sciences	Earth Sciences	1982	1980	1950	1900	J. F. Dewey|W. C. Pitman|A. S. MacKenzie|M. F. Ridd|A. W. Bally|D. H. Matthews|D. L. Turcotte|Sir Peter Kent,F. R. S. |M. H. P. Bott,F. R. S. |D. P. McKenzie,F. R. S. |C. A. Williams	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rsta_1973_0058	Earth Sciences	Earth Sciences	Earth Sciences	1973	1970	1950	1900	V. B. Gerard|Alan. H. Cook,F. R. S.|R. V. Jones,F. R. S.|G. C. P. King	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rsbm_1980_0001	Biology	Biology	Biology	1980	1980	1950	1900	Sir Peter Medawar,F. R. S. |Michael Abercrombie	Biographical Memoirs of Fellows of the Royal Society
rspa_1952_0120	Physics	Physics	Physics	1952	1950	1950	1900	J. Dutton,|S. C. Haydon|F. Llewellyn Jones|Sir George Thomson,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
105771	Astronomy	Astronomy	Astronomy	1768	1760	1750	1700	John Smeaton|Nevil Maskelyne	Philosophical Transactions (1683-1775)
rsta_1967_0040	Physics	Astronomy	Earth Sciences	1967	1960	1950	1900	R. R. Allan|B. A. M. Piggot|D. G. King-Hele,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspa_1981_0031	Chemistry	Chemistry	Chemistry	1981	1980	1950	1900	F. M. Harris|E. S. Mukhtar|I. W. Griffiths|J. H. Beynon,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1937_0042	Physics	Physics	Physics	1937	1930	1900	1900	Hu Chien Shan|P. M. S. Blackett,F. R. S.	Proceedings of the Royal Society of London. Series A - Mathematical and Physical Sciences
rspl_1888_0129	Astronomy	Astronomy	Astronomy	1888	1880	1850	1800		Proceedings of the Royal Society of London
rspa_1955_0115	Chemistry	Chemistry	Chemistry	1955	1950	1950	1900	H. C. Longuet-Higgins|M. De V. Roberts|H. J. Emel\#xE9,us,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
104543	Physics	Engineering and Technology	Engineering and Technology	1748	1740	1700	1700	Stephen Hales	Philosophical Transactions (1683-1775)
rspb_1914_0028	Biology	Biology	Biology	1914	1910	1900	1900	Franklin Kidd,B. A.|Dr. F. F. Blackman,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rsnr_1950_0018	Medicine	Humanities	Medicine	1950	1950	1950	1900	F. W. Gibbs|Cromwell Mortimer,F. R. S.	Notes and Records of the Royal Society of London
104281	Physics	Astronomy	Engineering and Technology	1739	1730	1700	1700	Caleb Smith	Philosophical Transactions (1683-1775)
rspb_1944_0015	Biology	Biology	Biology	1944	1940	1900	1900	Lancelot Hogben,F. R. S.|R. L. Kirk	Proceedings of the Royal Society of London. Series B - Biological Sciences
104409	Biology	Biology	Biology	1744	1740	1700	1700	Peter Collinson	Philosophical Transactions (1683-1775)
rspa_1937_0247	Chemistry	Chemistry	Chemistry	1937	1930	1900	1900	Phyllis Fink|C. F. Goodeve|F. G. Donnan,F. R. S.	Proceedings of the Royal Society of London. Series A - Mathematical and Physical Sciences
rspa_1962_0036	Physics	Physics	Physics	1962	1960	1950	1900	I. Robinson|A. Trautman|H. Bondi,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
103386	Medicine	Medicine	Medicine	1720	1720	1700	1700	Mr. Deverel	Philosophical Transactions (1683-1775)
105939	Biology	Biology	Biology	1767	1760	1750	1700	G. D. Ehret	Philosophical Transactions (1683-1775)
106095	Earth Sciences	Earth Sciences	Earth Sciences	1771	1770	1750	1700	R. Watson	Philosophical Transactions (1683-1775)
106638	Biology	Earth Sciences	Earth Sciences	1786	1780	1750	1700	Petrus Camper	Philosophical Transactions of the Royal Society of London
rsbm_1960_0013	Humanities	Humanities	Humanities	1960	1960	1950	1900	Roy Cameron|Robert Muir	Biographical Memoirs of Fellows of the Royal Society
rspl_1895_0032	Biology	Biology	Biology	1895	1890	1850	1800	E. Lindon Mellus,M. D.|Professor V. Horsley,F. R. S.	Proceedings of the Royal Society of London
rspa_1950_0023	Physics	Physics	Engineering and Technology	1950	1950	1950	1900	R. M. Davies|Sir Geoffrey Taylor,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
